Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
gene413	LOC107052719	1	+	32603302	32606376	429.164886	112.363876	272.797180
gene414	LOC107052718	1	+	32606383	32609430	63.234417	16.089159	39.061283
gene415	FAM19A2	1	-	32704275	32884563	1.683721	0.428400	1.040071
gene416	USP15	1	+	32905460	32969236	49.777203	12.681011	30.786978
gene417	LOC101750768	1	-	32983093	32983558	3.128572	0.796024	1.932587
gene418	MON2	1	+	32983617	33054255	35.427330	9.240744	22.434690
gene419	LOC107052720	1	-	33052999	33068529	0.666633	0.169616	0.411794
gene420	MIRLET7I	1	+	33060797	33060880	0.000000	0.000000	0.000000
gene421	PPM1H	1	-	33087138	33218701	1.741612	0.487690	1.184014
gene423	TMEM5	1	+	33395407	33407028	17.535364	4.461641	10.831978
gene424	SRGAP1	1	+	33440188	33580652	39.221634	10.287145	24.975143
gene425	C1H12ORF66	1	-	33593600	33602752	36.223892	9.216689	22.376291
gene426	RPL18A	1	-	33603523	33606360	1091.789062	277.791260	674.421997
gene427	XPOT	1	+	33606490	33632184	103.128632	44.178829	107.257439
gene428	LOC107052586	1	-	33606519	33608774	2.442158	0.621375	1.508574
gene429	TBK1	1	+	33633511	33664801	12.846953	10.475128	25.431532
gene430	RASSF3	1	+	33665460	33766960	10.537189	38.441196	93.327591
gene431	GNS	1	-	33772628	33793177	1312.517456	333.952698	810.770813
gene432	TBC1D30	1	+	33813480	33843957	17.035292	4.360641	10.586770
gene433	WIF1	1	-	33881874	33923658	26.832890	6.827273	16.575264
gene434	LEMD3	1	+	33937543	33986594	33.021137	8.624471	20.938501
gene435	MSRB3	1	+	33986641	34070695	35.831497	35.251965	85.584778
gene436	HMGA2	1	+	34203096	34308540	7.878788	3.190394	7.745643
gene437	LLPH	1	-	34366644	34369267	207.163193	52.709930	127.969246
gene438	TMBIM4	1	-	34370162	34377467	432.293121	109.991257	267.036926
gene439	HELB	1	+	34415721	34429813	25.349371	6.449812	15.658861
gene440	GRIP1	1	-	34429461	34736907	17.485134	5.112108	12.411184
gene441	CAND1	1	+	34780198	34809433	290.675751	73.958595	179.556778
gene442	DYRK2	1	+	34898482	34912970	23.065327	13.291792	32.269833
gene443	LOC107052884	1	-	34992113	35003165	0.000000	0.000000	0.000000
gene446	MDM1	1	-	35112853	35137249	29.037209	7.969777	19.349035
gene447	LOC107052749	1	+	35170565	35178438	0.000000	0.000000	0.000000
gene448	AC113404.1	1	+	35215581	35249143	34.289314	43.774052	106.274712
gene449	NUP107	1	+	35250710	35276198	117.876846	30.298313	73.558289
gene450	SLC35E3	1	+	35276896	35282437	283.011597	72.008553	174.822449
gene451	LOC101752108	1	-	35291761	35297607	2.619591	0.666520	1.618179
gene452	MDM2	1	+	35297806	35313093	95.133781	30.198019	73.314796
gene453	CPM	1	-	35315781	35347339	3.482736	0.886136	2.151362
gene454	CPSF6	1	+	35386197	35415503	33.475113	17.375172	42.183468
gene455	LOC107052751	1	-	35413816	35429478	1.573965	0.400475	0.972273
gene456	LYZ	1	+	35425914	35429601	1.939220	0.493409	1.197899
gene457	YEATS4	1	+	35429810	35432580	94.909882	24.148561	58.627911
gene458	FRS2	1	+	35447938	35501010	1.217678	3.925212	9.529635
gene459	CCT2	1	+	35503983	35515944	519.360291	132.144333	320.820221
gene460	LRRC10	1	-	35517128	35519048	29.532015	7.514030	18.242571
gene461	LOC417848	1	+	35522108	35530565	6.027117	1.633464	3.965726
gene463	AC025263.3	1	+	35565026	35594366	16.879498	18.058683	43.842896
gene464	MYRFL	1	+	35596745	35639816	1.327690	0.337813	0.820143
gene465	LOC100858495	1	-	35670053	35677423	0.000000	0.000000	0.000000
gene466	CNOT2	1	+	35724872	35814528	73.224304	18.630955	45.232258
gene467	KCNMB4	1	+	35820990	35831958	1.585478	0.403404	0.979384
gene468	PTPRB	1	-	35841486	35907487	0.678130	0.173904	0.422204
gene471	LOC107052768	1	+	36163404	36181651	0.000000	0.000000	0.000000
gene473	LGR5	1	+	36248469	36335443	0.880289	0.223978	0.543774
gene474	ZFC3H1	1	-	36350866	36388719	75.384102	19.357891	46.997116
gene475	TMEM19	1	+	36408921	36422116	38.027351	11.029087	26.776434
gene476	RAB21	1	+	36448003	36467263	43.189121	10.988899	26.678865
gene477	TBC1D15	1	+	36471480	36498543	55.196945	14.044131	34.096359
gene478	TPH2	1	+	36509695	36563986	1.096163	0.278904	0.677124
gene479	TRHDE	1	+	36640178	36861001	4.073094	1.036345	2.516039
gene481	KCNC2	1	-	37629146	37726368	8.005934	7.213152	17.512102
gene482	CAPS2	1	-	37735335	37771859	0.905641	0.249689	0.606195
gene483	CCDC107	1	-	37772215	37779538	53.183071	13.663935	33.173321
gene484	GLIPR1	1	+	37790678	37796472	0.234926	0.059774	0.145119
gene485	GLIPR1L	1	+	37799926	37807898	52.875309	16.383768	39.776535
gene486	KRR1	1	-	37811550	37817047	81.684563	21.143600	51.332462
gene487	PHLDA1	1	-	37934706	37938765	553.826782	140.913879	342.110901
gene488	NAP1L1	1	-	37945231	37973578	340.626831	95.606644	232.113937
gene489	LOC107052798	1	-	37983722	37999616	0.000000	0.000000	0.000000
gene490	LOC107052799	1	+	37991833	38012639	0.414431	0.105446	0.256003
gene491	BBS10	1	-	38032664	38034872	9.872481	2.517816	6.112757
gene492	OSBPL8	1	-	38034962	38117761	208.884079	69.317917	168.290131
gene493	ZDHHC17	1	+	38168233	38234138	20.977922	5.337554	12.958522
gene494	CSRP2	1	-	38237621	38245655	118.611961	43.376690	105.309990
gene495	E2F7	1	-	38290310	38309045	3.175388	0.807935	1.961507
gene496	LOC101749281	1	+	38309255	38316744	0.416350	0.105935	0.257188
gene497	NAV3	1	+	38395636	38924294	0.605135	1.385727	3.364270
gene498	LOC107052828	1	-	38667997	38668759	0.000000	0.000000	0.000000
gene499	LOC101749434	1	-	39037437	39058961	0.435650	0.110845	0.269111
gene500	LOC101749386	1	-	39066477	39076390	1.737942	0.442196	1.073565
gene501	SYT1	1	+	39108395	39454261	1.279439	5.949664	14.444603
gene502	PAWR	1	-	39476452	39549684	59.078659	15.239606	36.998737
gene503	PPP1R12A	1	-	39561135	39685680	86.466576	22.824610	55.413624
gene504	LOC101749704	1	-	39742617	39750488	0.515103	0.131061	0.318190
gene505	RPS16	1	+	39750586	39753559	1027.264771	261.373901	634.563965
gene506	OTOGL	1	+	39760746	39852667	0.775602	0.197342	0.479106
gene509	PTPRQ	1	+	39878509	39981716	0.099363	0.027528	0.066831
gene512	MYF5	1	+	40002758	40003972	0.000000	0.000000	0.000000
gene513	LIN7A	1	-	40026055	40074823	2.101689	0.579820	1.407688
gene514	ACSS3	1	+	40117133	40202461	45.178787	11.495143	27.907927
gene515	LOC107052846	1	-	40169505	40173390	0.842254	0.214300	0.520279
gene516	PPFIA2	1	-	40204791	40517083	0.392045	0.110893	0.269227
gene517	LOC107052845	1	+	40206242	40212851	0.925393	0.235454	0.571636
gene518	LOC107052841	1	-	40252498	40254214	0.000000	0.000000	0.000000
gene519	CCDC59	1	-	40702580	40708889	32.261112	8.208412	19.928396
gene520	METTL25	1	+	40708937	40764808	17.780239	4.523946	10.983244
gene521	TMTC2	1	+	40829198	41088658	35.728691	9.090692	22.070395
gene523	SLC6A15	1	-	41628233	41664415	2.013861	0.567102	1.376811
gene526	LRRIQ1	1	+	41739769	41825966	0.064725	0.016468	0.039982
gene527	ALX1	1	+	41850128	41873707	0.052551	0.014253	0.034604
gene528	RASSF9	1	-	42126305	42156030	0.100861	0.028330	0.068780
gene530	MGAT4C	1	-	42213945	42226682	0.063735	0.016217	0.039371
gene531	LOC107052879	1	+	42671848	42781005	4.960488	1.262130	3.064202
gene532	C12ORF50	1	-	42781477	42795697	19.237495	5.601108	13.598379
gene533	C12ORF29	1	+	42795843	42807632	10.247642	3.275543	7.952368
gene534	CEP290	1	-	42802617	42853409	5.931555	1.518944	3.687695
gene535	TMTC3	1	+	42853462	42889751	37.269264	9.857358	23.931709
gene536	KITLG	1	-	42981399	43032887	17.922430	4.560125	11.071077
gene537	LOC107052880	1	+	43011148	43019540	0.088430	0.022500	0.054625
gene538	DUSP6	1	-	43288463	43293178	28.301390	8.287278	20.119867
gene539	LOC101751742	1	+	43293375	43320463	2.667564	1.062974	2.580690
gene540	POC1B	1	-	43326701	43370334	14.964635	3.815883	9.264206
gene541	ATP2B1	1	-	43397796	43455131	157.096832	46.176186	112.106613
gene542	LOC107052881	1	-	43465309	43479691	0.000000	0.000000	0.000000
gene543	LOC107053010	1	+	43551616	43555007	0.427960	0.108889	0.264360
gene544	LOC100858183	1	-	43644308	43649334	0.149626	0.038727	0.094022
gene545	LOC107053007	1	-	43717170	43742024	0.141269	0.069555	0.168865
gene547	EPYC	1	-	43925158	43947733	0.142521	0.036263	0.088038
gene549	LUM	1	-	43987396	43999595	0.000000	0.000000	0.000000
gene550	DCN	1	-	44020264	44058900	17.233574	4.384854	10.645556
gene551	LOC101750198	1	-	44162169	44172632	0.141967	0.036122	0.087696
gene552	LOC101750244	1	+	44243368	44271373	0.000000	0.000000	0.000000
gene553	LOC107053003	1	-	44260972	44275114	0.063641	0.016193	0.039312
gene554	BTG1	1	-	44398412	44400942	1168.795044	297.384430	721.990295
gene555	LOC101750282	1	+	44401246	44404435	0.436647	0.111099	0.269726
gene557	PLEKHG7	1	+	44597766	44618159	0.241387	0.061418	0.149110
gene558	EEA1	1	-	44618268	44689672	19.681568	5.098499	12.378143
gene559	LOC101750670	1	-	44721360	44749646	0.114591	0.029156	0.070785
gene560	NUDT4	1	+	44816343	44840242	25.408560	20.107401	48.816772
gene561	UBE2N	1	-	44841388	44860420	99.103500	25.215572	61.218403
gene562	RP11-455G16.1	1	+	44870317	44877531	152.450836	39.246727	95.283264
gene563	LOC107052986	1	-	44873183	44877405	2.775688	0.706237	1.714603
gene564	LOC107052985	1	-	44874731	44876123	4.747281	1.207883	2.932499
gene565	LOC107052984	1	-	44883909	44891126	8.171738	2.079190	5.047861
gene566	SOCS2	1	+	44892703	44894378	39.298927	9.999091	24.275808
gene567	LOC107052933	1	-	44901482	44905021	0.563579	0.143395	0.348135
gene568	CRADD	1	+	44903727	44979578	7.071751	7.397701	17.960150
gene569	TRNAM-CAU	1	+	45056942	45057013	1.986111	0.505340	1.226864
gene570	PLXNC1	1	+	45063882	45133354	27.894770	7.097455	17.231211
gene571	CEP83	1	-	45133308	45152944	14.883892	4.189256	10.170683
gene572	TMCC3	1	-	45161626	45287027	6.403653	1.957652	4.752789
gene573	SNAPC3	1	+	45241553	45243426	43.637138	11.102891	26.955616
gene574	NDUFA12	1	-	45308442	45315920	284.474213	72.380692	175.725952
gene575	NR2C1	1	-	45323970	45368412	50.108250	12.749379	30.952963
gene576	FGD6	1	-	45371070	45438999	22.201290	5.648824	13.714223
gene577	LOC107052983	1	+	45390570	45399684	0.520833	0.132519	0.321730
gene578	VEZT	1	+	45439097	45489126	24.567806	6.743322	16.371449
gene579	LOC101751743	1	-	45518869	45532624	0.459805	0.132297	0.321190
gene580	METAP2	1	+	45535393	45550179	423.704895	107.806091	261.731781
gene581	USP44	1	-	45552791	45570147	20.872271	8.443854	20.500002
gene582	NTN4	1	-	45597984	45634269	211.031235	57.305923	139.127411
gene583	SNRPF	1	+	45665323	45666646	332.703491	84.651993	205.518234
gene584	AMDHD1	1	+	45669067	45679558	3.252795	0.827631	2.009323
gene585	HAL	1	-	45679230	45694836	0.308391	0.078466	0.190500
gene586	LOC107052957	1	-	45694932	45698789	101.459312	25.814978	62.673637
gene587	LTA4H	1	-	45703687	45718329	180.974915	46.046669	111.792168
gene589	LOC107052954	1	-	45741296	45748006	0.088863	0.022610	0.054893
gene590	LOC769175	1	-	45753710	45758883	0.375940	0.095653	0.232226
gene591	ELK3	1	+	45759159	45793337	128.074020	32.586739	79.114128
gene592	CDK17	1	-	45796319	45887288	72.855812	18.996487	46.119694
gene593	LOC107052950	1	+	45810684	45812607	0.000000	0.000000	0.000000
gene595	C1H12ORF63	1	+	45920347	46028422	0.351369	0.099557	0.241705
gene596	NEDD1	1	+	46033709	46057314	38.075005	10.662779	25.887108
gene600	LOC107053845	1	+	46508655	46515263	0.000000	0.000000	0.000000
gene601	LOC101747799	1	+	46516656	46518848	0.528934	0.134580	0.326734
gene605	TMPO	1	+	46669629	46691852	66.950897	18.168566	44.109669
gene606	SLC25A3	1	+	46695788	46706502	222.589096	92.449677	224.449432
gene607	IKBIP	1	-	46708852	46717870	20.901161	13.392892	32.515282
gene608	APAF1	1	+	46718009	46745676	64.825371	17.127672	41.582588
gene609	ANKS1B	1	-	46756364	47168914	0.427772	0.710163	1.724135
gene610	UHRF1BP1L	1	-	47184705	47253718	24.132896	7.456869	18.103798
gene611	ACTR6	1	+	47257903	47266894	94.594116	24.068216	58.432854
gene612	SCYL2	1	+	47268071	47303053	27.828053	7.121012	17.288403
gene613	SLC17A8	1	+	47308126	47336012	0.052558	0.039663	0.096294
gene614	NR1H4	1	+	47358279	47391069	0.933455	0.237505	0.576616
gene615	GAS2L3	1	+	47391477	47410032	2.789638	1.505716	3.655581
gene616	ANO4	1	+	47448637	47635438	2.097849	0.538052	1.306284
gene617	SLC5A8	1	-	47637574	47660753	23.897472	6.080395	14.761992
gene618	UTP20	1	+	47672419	47732265	53.453270	13.600476	33.019253
gene619	ARL1	1	-	47732343	47737806	273.387360	69.559792	168.877365
gene620	NUP205	1	-	47739208	47784761	60.999302	15.520464	37.680603
gene621	CNOT4	1	+	47800013	47871008	5.220956	15.734479	38.200188
gene622	LOC107053816	1	+	47828609	47832494	0.981300	0.249679	0.606170
gene623	LOC107053813	1	-	47870730	47876871	0.049801	0.012671	0.030763
gene624	LOC417937	1	+	47879257	47910134	0.779390	0.296299	0.719354
gene625	STRA8	1	-	47913232	47928580	0.728001	0.229073	0.556144
gene626	WDR91	1	+	47929076	47944079	73.858925	20.331238	49.360210
gene627	C7ORF49	1	+	47945075	47946471	25.167084	6.403431	15.546259
gene628	TMEM140	1	-	47946782	47951498	86.565857	22.025534	53.473625
gene629	LOC107053817	1	+	47948810	47949722	2.121352	0.539750	1.310406
gene630	AGBL3	1	-	47952202	47976732	0.273358	0.069552	0.168859
gene631	PDE6H	1	-	47991805	48000190	0.085935	0.022267	0.054060
gene632	ARHGDIB	1	+	48011214	48019519	503.031708	127.989746	310.733704
gene633	ERP27	1	+	48020000	48037958	2.134119	0.542998	1.318292
gene634	MGP	1	+	48052905	48058138	285.193665	72.563751	176.170364
gene635	OC3	1	+	48061738	48067660	6.318228	1.607589	3.902908
gene636	ART4	1	+	48069970	48074563	2.745436	0.698540	1.695916
gene637	C1H12ORF69	1	+	48074763	48078317	0.522113	0.133090	0.323116
gene638	WBP11	1	+	48080361	48089941	182.402328	46.951923	113.989944
gene639	HIST1H2A3	1	+	48091382	48091843	36.483170	9.282660	22.536451
gene640	LOC427882	1	+	48093680	48094452	139.442184	35.479218	86.136497
gene641	HIST1H2B7	1	-	48095494	48095874	116.491821	29.639797	71.959549
gene642	HIST1H4D	1	+	48099152	48099715	133.199066	33.890739	82.279976
gene643	LOC769809	1	-	48100497	48100907	14.292090	3.636433	8.828538
gene644	HIST1H46L2	1	-	48102824	48103259	143.675400	36.556297	88.751434
gene645	LOC101749238	1	-	48110553	48110996	126.157120	32.099007	77.930016
gene646	HIST1H2B8	1	+	48111336	48111716	129.293823	32.897099	79.867630
gene647	LOC769852	1	+	48112892	48113390	16.179190	4.116580	9.994240
gene648	HIST2H4B	1	+	48119243	48119554	135.400497	34.450863	83.639854
gene649	LOC107053803	1	-	48119616	48120233	10.585760	2.693406	6.539056
gene650	HIST1H46	1	-	48120731	48121042	116.584763	29.663445	72.016953
gene651	H2AFJ	1	-	48125490	48125879	219.283096	55.793678	135.455978
gene652	HIST1H2BF	1	+	48126151	48126917	157.215973	40.001518	97.115746
gene653	HIST1H110	1	-	48127672	48128582	348.751465	88.735184	215.431412
gene654	HIST1H4A	1	+	48140182	48160598	16.044250	4.082247	9.910885
gene655	LOC770022	1	+	48141788	48142941	26.791752	6.816806	16.549852
gene656	HIST1H3A	1	-	48145315	48145838	16.149523	4.109032	9.975914
gene657	HIST1H46L4	1	-	48147224	48147887	102.175018	25.997076	63.115738
gene658	HIST1H103	1	-	48153694	48154400	9.711835	2.471048	5.999213
gene659	HIST1H2A4	1	-	48161484	48161873	94.498291	24.043839	58.373661
gene660	LOC417953	1	-	48162611	48163576	15.790390	4.017655	9.754069
gene661	HIST1H2A4L1	1	+	48163679	48164794	12.230213	3.111816	7.554871
gene662	HIST1H46L6	1	-	48165623	48166048	37.568844	9.558894	23.207098
gene663	HIST1H101	1	+	48175690	48176349	1049.190186	266.952545	648.107788
gene664	LOC101750582	1	-	48177246	48178015	177.343750	45.122765	109.549110
gene665	HIST1H2B7L2	1	+	48177942	48178694	262.260101	66.728607	162.003799
gene666	HIST1H2A4L2	1	-	48183522	48184054	53.061726	13.500853	32.777390
gene667	HIST1H2BO	1	+	48184065	48184819	54.832588	13.951425	33.871292
gene668	HIST1H111L	1	+	48192414	48193183	63.711296	16.210495	39.355862
gene669	HIST1H2A4L3	1	-	48193618	48194202	78.495476	19.972134	48.488373
gene670	HIST1H2B5	1	+	48194516	48194896	108.065582	27.495853	66.754478
gene671	HIST1H3H	1	+	48196308	48197147	18.580219	4.727491	11.477408
gene672	LOC100857439	1	-	48197145	48197732	31.845976	8.102786	19.671955
gene673	HIST1H2B7L4	1	-	48198952	48199564	117.311401	29.848330	72.465820
gene674	HIST1H2A4L4	1	+	48199713	48200310	77.882988	19.816296	48.110023
gene675	HIST1H111R	1	-	48200667	48201409	59.336498	15.097385	36.653454
gene677	DDX47	1	+	48224634	48233519	64.275414	16.354027	39.704330
gene679	HEBP1	1	-	48267623	48274322	33.941204	9.149130	22.212271
gene680	LOC417962	1	-	48275970	48283840	0.681174	0.173316	0.420776
gene681	KIAA1467	1	+	48289210	48311027	18.413363	4.685036	11.374337
gene682	GSG1	1	-	48310336	48325865	0.118017	0.030028	0.072902
gene683	EMP1	1	+	48351489	48365693	19.406120	4.937630	11.987585
gene685	GRIN2B	1	-	48480816	48697082	0.113976	0.029000	0.070405
gene686	LOC107053796	1	+	48631050	48631581	0.000000	0.000000	0.000000
gene687	LOC101751130	1	-	48796292	48797791	0.000000	0.000000	0.000000
gene689	ATF7IP	1	+	48816352	48927398	6.990296	15.109644	36.683216
gene690	PLBD1	1	-	48928749	48966514	2693.569092	690.714050	1676.916626
gene691	GUCY2C	1	-	48969009	49014709	7.680594	1.954225	4.744471
gene692	TTC26	1	+	49026370	49072716	20.219437	5.848644	14.199347
gene693	UBN2	1	+	49084371	49141087	15.256726	5.168829	12.548891
gene694	TRNAR-CCU	1	+	49141451	49141523	1.054795	0.268379	0.651570
gene695	C1H7orf55	1	+	49141584	49142445	49.819481	12.675906	30.774584
gene696	LUC7L2	1	+	49145298	49176553	138.858719	35.330761	85.776070
gene697	GBE	1	-	49180327	49185200	2.388690	0.607771	1.475546
gene698	HSPA12B	1	-	49192326	49207249	25.266319	9.853787	23.923040
gene699	LOC417973	1	+	49197095	49205361	111.287010	28.315504	68.744423
gene700	POLDIP3	1	+	49207530	49221472	155.119919	41.496483	100.745224
gene701	RRP7A	1	+	49224875	49228492	96.075760	24.445204	59.348103
gene702	SERHL2	1	-	49229289	49237547	42.030159	10.998604	26.702427
gene703	SOCS1B	1	+	49251583	49262780	3.806314	2.233490	5.422471
gene704	NFAM1	1	+	49272293	49298584	1.652149	0.964899	2.342584
gene705	TCF20	1	+	49300361	49425838	9.890471	11.055930	26.841602
gene706	MIR1581	1	+	49300760	49300845	2.872093	0.806402	1.957785
gene707	CYP2D6	1	+	49442475	49451655	7.057295	1.795635	4.359446
gene708	NDUFA6	1	+	49452440	49454010	253.208176	64.425468	156.412231
gene709	SMDT1	1	-	49454786	49456808	184.690903	46.992153	114.087608
gene710	FAM109B	1	-	49456927	49462117	101.869255	25.919283	62.926868
gene711	NAGA	1	+	49462139	49466445	169.147598	43.037365	104.486176
gene712	WBP2NL	1	-	49466981	49474793	411.919037	112.811325	273.883484
gene713	SEPT3	1	-	49473210	49489390	0.313890	0.085742	0.208165
gene714	LOC100859314	1	-	49489687	49493864	0.622943	0.158501	0.384810
gene715	CENPM	1	+	49496080	49502954	18.390827	7.159903	17.382822
gene716	TNFRSF13C	1	+	49510784	49512391	0.498194	0.126759	0.307745
gene717	SHISA8	1	+	49520525	49526662	5.673734	1.443606	3.504790
gene718	SREBF2	1	-	49526933	49545143	513.013733	130.529541	316.899811
gene719	MIR33A	1	-	49529873	49529941	0.000000	0.000000	0.000000
gene720	CCDC134	1	-	49545393	49549823	75.132462	32.159763	78.077515
gene721	RP11-1085N6.3	1	-	49555363	49587257	8.892081	2.646752	6.425787
gene722	SNU13	1	+	49587743	49589033	402.888031	102.509521	248.872757
gene723	XRCC6	1	-	49591959	49605049	88.895592	22.618305	54.912754
gene724	DESI1	1	+	49605360	49618738	152.341110	38.761173	94.104439
gene725	PMM1	1	+	49620051	49625005	56.333382	14.333282	34.798363
gene726	CSDC2	1	-	49627006	49631530	0.742370	0.219415	0.532697
gene727	POLR3H	1	+	49635251	49641650	49.719463	13.218923	32.092918
gene728	ACO2	1	-	49642668	49663095	275.817017	70.177979	170.378220
gene729	PHF5A	1	+	49663357	49669387	219.317795	55.802505	135.477402
gene730	TOB2	1	+	49674134	49680937	110.800705	28.191771	68.444023
gene731	LOC107053744	1	-	49685398	49689339	1.468647	0.373678	0.907215
gene732	LOC101748546	1	+	49686097	49693199	32.972290	8.389362	20.367706
gene733	TEF	1	-	49698489	49713034	133.764053	34.034492	82.628990
gene734	LOC107053743	1	-	49704603	49705972	4.443925	1.130698	2.745110
gene735	ZC3H7B	1	-	49720268	49765709	129.431244	33.851551	82.184845
gene736	RANGAP1	1	+	49768527	49787685	261.676636	67.049942	162.783951
gene737	CHADL	1	+	49787779	49792445	1.979780	0.503729	1.222953
gene738	L3MBTL2	1	-	49793236	49807846	45.912189	11.802731	28.654686
gene739	EP300	1	-	49812831	49870597	74.504486	18.956678	46.023052
gene740	LOC107053731	1	+	49859749	49870866	0.848250	0.826817	2.007347
gene741	RBX1	1	-	49895082	49906115	364.158264	92.655243	224.948532
gene742	LOC101749129	1	+	49906094	49924435	1.408673	0.358418	0.870168
gene743	MIR1683	1	-	49924840	49924940	12.425744	3.308812	8.033138
gene744	XPNPEP3	1	-	49926742	49940529	63.122086	16.060577	38.991894
gene745	ST13	1	+	49940630	49960423	176.658615	44.948441	109.125893
gene746	SLC25A17	1	+	49965692	49979828	90.279175	22.970339	55.767426
gene747	LOC101749282	1	-	49981651	49983444	0.366440	0.093236	0.226358
